"","darkness","anger","emotional_bonds","age_started","midichlorian","dojo_id","murders"
"2415",0.7,3.2,16.4,7,1171,"dojo_92",1
"2416",2.7,9.9,7.4,7,1004,"dojo_92",0
"2417",3.2,12.5,7.4,7,1268,"dojo_92",1
"2418",4.1,13.1,9.3,7,1108,"dojo_92",2
"2419",1,7.5,10.5,7,1307,"dojo_92",0
"2420",2.4,10,12,7,1184,"dojo_92",0
"2421",1.8,5.8,10.4,7,1097,"dojo_92",0
"2422",4.2,7.6,14,7,1281,"dojo_92",0
"2423",1.5,11.8,8.1,7,1272,"dojo_92",0
"2424",2.3,8.4,10.6,7,1321,"dojo_92",1
"2425",4.4,14.5,11.2,7,1620,"dojo_92",1
"2426",3.7,14.8,13.7,7,1282,"dojo_92",3
"2427",2.1,13.8,5,7,990,"dojo_92",0
"2428",7.2,15,16.3,7,726,"dojo_92",1
"2429",7.4,12.9,14.8,7,749,"dojo_92",2
"2430",5.3,11.1,17.4,7,1161,"dojo_92",2
"2431",2.9,9.7,11.1,7,1079,"dojo_92",0
"2432",0.6,13.5,10.5,7,1356,"dojo_92",1
"2433",4.9,14.7,13,7,1271,"dojo_92",2
"2434",1,13.3,12.3,7,1529,"dojo_92",0
"2435",5.9,16.1,9.9,7,1364,"dojo_92",1
"2436",5.6,16.7,15,7,1119,"dojo_92",1
"2437",4.7,14.9,14,7,1318,"dojo_92",1
"2438",1.9,11.3,10.1,7,1356,"dojo_92",1
"2439",4.6,9.5,7.1,1,1162,"dojo_93",0
"2440",5.6,11.9,9,1,1326,"dojo_93",2
"2441",5.5,17.2,14.9,1,1060,"dojo_93",2
"2442",7.1,20.6,12,1,1809,"dojo_93",3
"2443",2.6,11.7,12.1,1,1094,"dojo_93",0
"2444",4.7,8.9,11.6,1,1176,"dojo_93",1
"2445",5,10.2,11.6,1,1481,"dojo_93",2
"2446",3.4,18.2,17.4,1,687,"dojo_93",0
"2447",5.1,13.3,9.4,1,1166,"dojo_93",1
"2448",0,6.2,16,1,1192,"dojo_93",2
"2449",4.3,16.3,15,1,996,"dojo_93",1
"2450",2.5,9.8,11.6,1,1061,"dojo_93",0
"2451",6,11.4,10.2,1,612,"dojo_93",1
"2452",4.5,12.8,11.3,1,1155,"dojo_93",1
"2453",3,6.1,11.7,1,848,"dojo_93",0
"2454",3.9,16.1,14.7,1,1036,"dojo_93",0
"2455",3.5,14.3,15.5,1,1614,"dojo_93",1
"2456",3.3,8.5,12.2,1,1238,"dojo_93",0
"2457",3.8,13.4,11.8,1,1194,"dojo_93",0
"2458",4.8,12.4,13.5,1,1104,"dojo_93",1
"2459",6,10.4,10.7,1,1053,"dojo_93",1
"2460",3.4,12.8,9.9,1,1046,"dojo_93",0
"2461",2,9.7,13.6,1,960,"dojo_93",0
"2462",2.4,12.3,14.2,1,1358,"dojo_93",0
"2463",2.4,9.4,14,1,1124,"dojo_93",1
"2464",3.9,14.9,14.1,1,1301,"dojo_93",1
"2465",4.5,13.1,10.6,1,1310,"dojo_93",1
"2466",4.6,8.8,10.7,1,1075,"dojo_93",0
"2467",3.7,7.5,12.6,1,1128,"dojo_93",0
"2468",3.8,12.6,15,1,1055,"dojo_93",0
"2469",2.3,12.9,20.4,1,1315,"dojo_93",0
"2470",2.3,11.9,12.2,1,1256,"dojo_93",0
"2471",5.7,10.3,4.7,1,1044,"dojo_93",2
"2472",2.1,11.6,11.9,1,1012,"dojo_93",1
"2473",3.5,12.6,13.1,1,1105,"dojo_93",1
"2474",3.5,9.8,13.3,1,1092,"dojo_93",0
"2475",4.9,9.3,9.1,1,1504,"dojo_93",1
"2476",4.5,12.4,9.4,1,1280,"dojo_93",1
"2477",3.6,13.1,10.3,1,1296,"dojo_93",0
"2478",4.1,9.1,8.7,1,1317,"dojo_93",0
"2479",2.5,11,15.4,1,918,"dojo_93",1
"2480",3.4,10.2,9.7,7,1331,"dojo_94",1
"2481",6.2,13.9,20.4,7,1173,"dojo_94",2
"2482",2.4,11.6,10.6,7,738,"dojo_94",1
"2483",6.9,15,9.3,7,1194,"dojo_94",1
"2484",10.3,16.7,6.4,7,1591,"dojo_94",3
"2485",2.2,4.3,10.9,7,1055,"dojo_94",0
"2486",4,11.2,11.1,7,1371,"dojo_94",1
"2487",7.2,11.7,10.1,7,1592,"dojo_94",2
"2488",5.7,12.4,4.1,7,1261,"dojo_94",1
"2489",6.8,17.1,10.5,7,1159,"dojo_94",1
"2490",6.2,15.3,12.5,7,1032,"dojo_94",2
"2491",3.5,8.1,10.4,7,975,"dojo_94",0
"2492",6,11.3,10.5,7,1388,"dojo_94",1
"2493",4.3,11.2,14,7,1220,"dojo_94",1
"2494",5.4,13.5,16.2,7,1087,"dojo_94",1
"2495",1.9,7.9,11.9,7,1166,"dojo_94",0
"2496",2,7.5,9.1,7,971,"dojo_94",1
"2497",4.2,14.1,9.9,7,1332,"dojo_94",1
"2498",2.6,12,14.1,7,1106,"dojo_94",0
"2499",1.4,10.1,16.1,7,846,"dojo_94",0
"2500",1.3,6.8,7.5,7,1060,"dojo_94",0
"2501",3.2,8,15,7,1268,"dojo_94",0
"2502",1.6,9.2,6.6,7,1344,"dojo_94",0
"2503",3.6,11.2,14.1,7,858,"dojo_94",0
"2504",7.2,13.3,8.4,7,1192,"dojo_94",1
"2505",3.7,10.5,9.7,7,1031,"dojo_94",0
"2506",6.7,11.7,12.3,10,1406,"dojo_95",2
"2507",5.6,14.6,10.9,10,964,"dojo_95",1
"2508",9.7,21.8,8,10,1296,"dojo_95",3
"2509",2.4,10.2,9.7,10,1166,"dojo_95",0
"2510",4.7,9.7,10.6,10,1173,"dojo_95",1
"2511",7.2,14.9,13.2,10,1376,"dojo_95",2
"2512",1.9,8.5,16.2,10,1162,"dojo_95",0
"2513",3.6,9,12.8,10,1078,"dojo_95",0
"2514",5.2,12,13.7,10,1399,"dojo_95",1
"2515",0.7,5.2,15.5,10,981,"dojo_95",0
"2516",6.9,14.2,9.6,10,1010,"dojo_95",1
"2517",6.7,12.8,9.7,10,1066,"dojo_95",1
"2518",0.9,7.4,12.9,10,1107,"dojo_95",0
"2519",4.5,8.4,12.8,10,1133,"dojo_95",1
"2520",4.3,12.2,18.7,10,989,"dojo_95",1
"2521",4.2,10.6,8.4,10,1090,"dojo_95",1
"2522",8.5,11.7,3.7,10,1086,"dojo_95",2
"2523",4.5,8.1,9.6,10,1337,"dojo_95",1
"2524",6.1,11.9,7,10,1356,"dojo_95",1
"2525",5.6,13.4,17.1,10,1432,"dojo_95",1
"2526",4.6,11.5,15.1,10,975,"dojo_95",1
"2527",2.2,8.2,8.5,10,1043,"dojo_95",0
"2528",1.1,4.8,12.7,10,1384,"dojo_95",0
"2529",5.3,13.5,10.7,10,1100,"dojo_95",1
"2530",7.7,13.5,11.7,10,1397,"dojo_95",2
